 1.0000E+0000  0.0000E+0000  0.0000E+0000  0.0000E+0000
 2.0000E+0000  5.0000E-0001 -1.7950E-0003  4.6031E-0003
 3.0000E+0000  1.0000E+0000  5.6462E-0003  2.2585E-0003
 4.0000E+0000  5.0000E-0001  3.2009E-0002 -1.1349E-0003
 5.0000E+0000  0.0000E+0000  7.4413E-0002  4.0767E-0003
 6.0000E+0000  0.0000E+0000  1.1343E-0001  2.4066E-0003
 7.0000E+0000  0.0000E+0000  1.3748E-0001  1.2004E-0003
 8.0000E+0000 -3.3333E-0001  1.4707E-0001 -2.0090E-0003
 9.0000E+0000 -6.6667E-0001  1.3958E-0001 -6.5231E-0003
 1.0000E+0001 -1.0000E+0000  9.9500E-0002 -5.0064E-0003
 1.1000E+0001 -1.0000E+0000  3.3819E-0002 -4.7857E-0003
 1.2000E+0001 -1.0000E+0000 -5.7748E-0002 -9.1745E-0003
 1.3000E+0001 -1.0000E+0000 -1.6045E-0001 -5.6249E-0003
 1.4000E+0001 -5.0000E-0001 -2.7372E-0001 -6.7729E-0003
 1.5000E+0001  0.0000E+0000 -3.7153E-0001 -5.8477E-0003
 1.6000E+0001  0.0000E+0000 -4.3029E-0001 -6.8023E-0003
 1.7000E+0001  0.0000E+0000 -4.3850E-0001 -1.0980E-0002
 1.8000E+0001  0.0000E+0000 -4.0856E-0001 -7.9216E-0003
 1.9000E+0001  0.0000E+0000 -3.4377E-0001 -7.3536E-0003
 2.0000E+0001  0.0000E+0000 -2.5659E-0001 -7.0676E-0003
 2.1000E+0001  1.0000E+0000 -1.4990E-0001 -4.7284E-0003
 2.2000E+0001  1.0000E+0000 -2.6138E-0002 -7.0558E-0003
 2.3000E+0001  1.0000E+0000  1.1525E-0001 -6.7751E-0003
 2.4000E+0001  1.0000E+0000  2.6530E-0001 -4.2564E-0003
 2.5000E+0001  1.0000E+0000  4.0229E-0001 -2.4387E-0003
 2.6000E+0001  1.0000E+0000  5.1002E-0001 -4.6554E-0003
 2.7000E+0001  1.0000E+0000  5.9131E-0001 -5.3492E-0003
 2.8000E+0001  5.0000E-0001  6.3657E-0001 -2.4116E-0003
 2.9000E+0001  0.0000E+0000  6.3834E-0001 -5.1546E-0004
 3.0000E+0001  0.0000E+0000  5.9171E-0001  2.2621E-0003
 3.1000E+0001  0.0000E+0000  4.8768E-0001  5.1435E-0003
 3.2000E+0001  0.0000E+0000  3.4213E-0001  1.8667E-0003
 3.3000E+0001  0.0000E+0000  1.8298E-0001 -5.8561E-0003
 3.4000E+0001  0.0000E+0000  2.5016E-0002 -5.5051E-0003
 3.5000E+0001  0.0000E+0000 -1.2088E-0001 -4.3139E-0003
 3.6000E+0001  0.0000E+0000 -2.4264E-0001 -2.4078E-0003
 3.7000E+0001  0.0000E+0000 -3.3025E-0001 -3.9089E-0004
 3.8000E+0001  0.0000E+0000 -3.8546E-0001  9.1365E-0004
